sentence	gender	duration	audio
kuanzia karne hadi karne wakawa na nguvu na 	female_feminine	3.2835	common_voice_sw_37089912.wav
uso wa nchi ni tambarare na mita chache tu juu ya uwiano wa bahari 	female_feminine	5.0475	common_voice_sw_28733314.wav
kiliibuka na kuwa moja ya vikundi vya wapiganaji ambavyo vilikuwa 	female_feminine	4.9755	common_voice_sw_37094913.wav
alishalizoea bunge akiwa msaidizi wa raisi mstaafu wa awamu ya nne jakaya kikwete 	female_feminine	6.4155	common_voice_sw_30653494.wav
unaweza kupatwa na dalili nyingine zitokanazo na homa hizi 	female_feminine	4.9035	common_voice_sw_34598029.wav
huwa hawaondoki na wanaweza kukaa kwako hata mwezi wanatambika tu 	female_feminine	4.9035	common_voice_sw_30075275.wav
ilikuwa sifuri unaitwa dokta nani naitwa dokta rukia wizara ya afya kitengo cha tiba 	female_feminine	7.7475	common_voice_sw_37092077.wav
kwa mfano kwamba virusi havilengi makundi fulani ya jamii 	female_feminine	4.6875	common_voice_sw_35099286.wav
alikula samaki wote wa baba 	female_feminine	3.5355	common_voice_sw_34761102.wav
sudan walicheza fainali mbili mfululizo za mataifa ya afrika 	female_feminine	5.4075	common_voice_sw_30017274.wav
mia moja na ishirini kutoka iringa mjini 	female_feminine	4.2555	common_voice_sw_30177380.wav
simulizi inayoendana na ufafanuzi wa matukio yanayoripotiwa 	female_feminine	6.3075	common_voice_sw_30667250.wav
madiliko haya yalifanyika miaka miwili tu baada ya kuandikwa kwa katiba ya tanzania 	female_feminine	7.7475	common_voice_sw_30351545.wav
pep aliishia robo fainali kwa mara ya kwanza alipokuwa bayern 	female_feminine	4.4355	common_voice_sw_29944518.wav
kwenye nembo ya taifa kuna alama ya mwenge wa uhuru 	female_feminine	5.2275	common_voice_sw_30175864.wav
historia ya wajita inasemekana makabila mengi ya mkoani mara si wabantu asilia 	female_feminine	5.9475	common_voice_sw_29948493.wav
ndege huyu huonekana katika nembo ya nchi za sudan na afrika kusini 	female_feminine	5.5155	common_voice_sw_29270144.wav
shule ya sekondari ya elboro mkoani arusha kaskazini mwa tanzania 	female_feminine	5.8035	common_voice_sw_29797317.wav
kuwa na usiri mkubwa na hakuna taarifa za kueleweka ni nini hasa chanzo chake 	female_feminine	5.6235	common_voice_sw_34747207.wav
matumaini yangu ni ya hakika 	female_feminine	3.2475	common_voice_sw_34958702.wav
katika kutembea alikutana na kibao alichokua akikitafuta alitembea na kukifuata kile kibao 	female_feminine	8.3235	common_voice_sw_34764776.wav
mitetemeko yote inayohusiana na milima ya litembo ilijengwa vibanda 	female_feminine	5.8035	common_voice_sw_30193248.wav
chakula cha asili kama ilivyo kwa mkoa wote wa kagera ni ndizi 	female_feminine	6.7755	common_voice_sw_29519032.wav
jina hilo limetokana wakazi wa eneo hilo ambalo ni kabika la waluguru 	female_feminine	7.1715	common_voice_sw_30315594.wav
mara nyingine dhana ya kiuchumi huwa tu ni ya kueleza jinsi ya kitu 	female_feminine	7.9275	common_voice_sw_30175833.wav
mini kwa kufanya hivyo kutafungua mioyo mioyo ya wananchi hao 	female_feminine	5.2635	common_voice_sw_35172687.wav
mpambano mkubwa zaidi baina ya vikosi vya tanzania 	female_feminine	5.0475	common_voice_sw_30585147.wav
pamoja na kusambaza dini ya uislamu 	female_feminine	3.3555	common_voice_sw_29793513.wav
lakini pia kwa makazi ya viumbe hai waishio majini 	female_feminine	3.8235	common_voice_sw_31285664.wav
vita baridi vilikuwa ni vita ambavyo havikutumia siilaha kama ilivyo kwa vita vingine 	female_feminine	7.1355	common_voice_sw_29959425.wav
aweze kutumwa na kufanya kazi mahali popote 	female_feminine	4.1835	common_voice_sw_36105514.wav
alifanya hivyo ili kuleta muungano katika mapigano ya uhuru 	female_feminine	3.9675	common_voice_sw_29923851.wav
shirika la haki za kibinadamu hufanya mazungumzo ya majadiliano 	female_feminine	4.6875	common_voice_sw_34764785.wav
kitabu cha misamiati 	female_feminine	2.2755	common_voice_sw_35438237.wav
kinshasa ni nyumbani kwa idadi kubwa ya vituo vya redio na televisheni 	female_feminine	6.3075	common_voice_sw_28903338.wav
mapato hayo yalikuwa zaidi ya yale yaliyochumwa kwa kuuza mafuta 	female_feminine	5.6955	common_voice_sw_31272098.wav
napenda biashara ya kuuza nguo 	female_feminine	2.7435	common_voice_sw_35099718.wav
ni mbabe anayeonekana kufanya vizuri na kuchukua mikoba ya kufunga mabao 	female_feminine	5.8755	common_voice_sw_31446719.wav
ya mwili lakini anajifanya kuwa mwaminifu akitimiza yote anayoyahitaji msichana huyo 	female_feminine	7.6035	common_voice_sw_29790172.wav
mwenyewe aliposema kwamba wafuasi wake ni chumvi ya dunia 	female_feminine	4.8675	common_voice_sw_35442342.wav
hasa kwa maamuzi yake aliyoyatoa kila 	female_feminine	4.73965625	common_voice_sw_30123643.wav
sawa na upungufu wa asilimia thelathini na tisa nukta moja 	female_feminine	4.8675	common_voice_sw_30581252.wav
samia suluhu alihutubia mkutano wa umoja wa mataifa 	female_feminine	4.7235	common_voice_sw_30031036.wav
mwaka elfu moja mia tisa tisini na moja ni kumbukumbu tosha za mwanamuziki 	female_feminine	5.4075	common_voice_sw_34962791.wav
wanyama hao wametengwa kwenye maeneo maalumu kulingana na aina zao 	female_feminine	6.4875	common_voice_sw_30205439.wav
ili waweze kuondokana na utumiaji wa madawa na hawa wanaouza madawa ya kulevya 	female_feminine	6.1635	common_voice_sw_35107820.wav
begi lake ni kubwa sana 	female_feminine	2.1675	common_voice_sw_34958220.wav
anataka kuwafukuza wazungu kutoka katika bara la afrika 	female_feminine	4.0755	common_voice_sw_29923003.wav
kanada na japani ambapo sera zenye nguvu sheria na mifumo ya 	female_feminine	6.9555	common_voice_sw_35409273.wav
kati ya wakazi asili wa mkoa ndio waarusha wameru wairaqw na wamasai 	female_feminine	7.9275	common_voice_sw_29789951.wav
hapo alijiunga na umonaki kwenye mlima sinai 	female_feminine	5.6235	common_voice_sw_29406911.wav
uliotangulia maandiko yenyewe kwa karne kadhaa sehemu 	female_feminine	4.7235	common_voice_sw_35206858.wav
amepitia misuguano ya hapa na pale na viongozi wake 	female_feminine	4.1475	common_voice_sw_30585346.wav
njia yangu iwe ndefu 	female_feminine	2.2035	common_voice_sw_35198833.wav
kuna mmea wa kienyeji uitwao olari ambao unakua ukiwa mrefu na mwingi 	female_feminine	6.5235	common_voice_sw_30581763.wav
kabla ya wangoni kuja songea na kujenga makazi yao 	female_feminine	4.2555	common_voice_sw_30025117.wav
ini hupata shida huvimba na kushindwa kufanya kazi vizuri 	female_feminine	4.5075	common_voice_sw_30436065.wav
karume angeendelea kutawala miaka kadhaa baadae 	female_feminine	5.0475	common_voice_sw_29925663.wav
makao makuu ya tanzania ni dodoma 	female_feminine	3.7875	common_voice_sw_29793425.wav
yule kwa kuunda kiti kwa kuunda jahazi ni namba moja 	female_feminine	5.1555	common_voice_sw_31997620.wav
maeneo kadhaa yanaweza kubadilishana kati hizi tatu 	female_feminine	5.2275	common_voice_sw_28584380.wav
ikulu imesema samia hassan ataongoza kikao cha baraza la mawaziri baada ya kulihutubia taifa 	female_feminine	7.6035	common_voice_sw_34917829.wav
kijiografia inaendelea ndani ya kenya inapoitwa hifadhi ya masai mara 	female_feminine	6.9555	common_voice_sw_29790106.wav
na zaidi ya mia moja kujeruhiwa vibaya 	female_feminine	4.1475	common_voice_sw_34761517.wav
pande zote mbili ziliunda majeshi makubwa na kuwa na silaha nyingi 	female_feminine	5.8755	common_voice_sw_29789500.wav
nyerere inayobaki kuwa na vivutio vya wanyamapori na uoto wa asilia usio na kifani 	female_feminine	5.9475	common_voice_sw_30063154.wav
hata hivyo uchifu wake ulikwenda kwa mwanawe wa tano ambaye ni mtwa kilonge 	female_feminine	5.2275	common_voice_sw_29793037.wav
kumekuwa na hadithi nyingi juu ya eneo hilo ambazo nyingi ni za kutisha 	female_feminine	5.7675	common_voice_sw_30653637.wav
laki sita na elfu sabini na moja na mia sita na arobaini 	female_feminine	4.5435	common_voice_sw_37101395.wav
iddi amin dadaa aliajiriwa kwenye jeshi la nchi ya uganda 	female_feminine	4.3275	common_voice_sw_31285110.wav
milima yenye volkano na misitu yenye mandhari mazuri ya kupendeza 	female_feminine	5.8035	common_voice_sw_30028593.wav
wamekuwa na uhusiano tangu siku nyingi 	female_feminine	3.7155	common_voice_sw_30717975.wav
huyu alifahamika kwa jina la benito musolini 	female_feminine	4.8675	common_voice_sw_30364445.wav
vijana hawa hawakumuangusha pep katika mipango yake 	female_feminine	4.0035	common_voice_sw_31271424.wav
kuna mashamba makubwa kwenye kanda la pwani ya afrika ya mashariki 	female_feminine	4.9035	common_voice_sw_28666537.wav
akiwa na ambwene yesaya katika wimbo wa mfalme na malkia na amani 	female_feminine	5.7675	common_voice_sw_30087732.wav
ningependa kuelezea masikitiko yangu kwa kumpoteza kijana wa afrika 	female_feminine	6.89965625	common_voice_sw_30003841.wav
kinachofanyika apo ni kutafutwa kwa wakalimani 	female_feminine	3.3555	common_voice_sw_29923723.wav
hizi ni pamoja na 	female_feminine	2.3475	common_voice_sw_28666649.wav
maeneo ya india na thailand umetajwa kuwa hatari sana 	female_feminine	5.0475	common_voice_sw_30360131.wav
nkrumah alitoka katika chama hicho na kuuunda chama kingine 	female_feminine	4.9035	common_voice_sw_30073321.wav
dola miji ilikuwa muhimu sana katika nchi nyingi kihistoria 	female_feminine	6.0555	common_voice_sw_28903544.wav
jirani ingawa kagame anakanushahuyu ndiye muammar gaddafi aliyeiongoza libya kwa miongo minne bila 	female_feminine	6.7755	common_voice_sw_34946576.wav
rais samia amesema kanisa hilo lina mchango mkubwa katika utoaji wa huduma za jamii 	female_feminine	6.4155	common_voice_sw_35198801.wav
walikaa jangwani katika maeneo yaliyokuwa mbali na miji na vitovu vya 	female_feminine	7.0275	common_voice_sw_34746468.wav
unaweza kukuta kuna wakati ngombe wa wamasai wanachunga pamoja na pundamilia katika mbuga 	female_feminine	7.6035	common_voice_sw_29792051.wav
sherehe ya tohara ambayo inafanywa bila dawa ya kugandisha misuli hii tohara hufanywa na 	female_feminine	8.5755	common_voice_sw_34598894.wav
kuwepo kwa molekulielekezi za aksoni kama vile semaforini na 	female_feminine	7.4235	common_voice_sw_34917028.wav
silaha zote pamoja na ramia ndogo zilizotekwa zilipelekwa iringa kalenga na kuhifadhiwa ghalani 	female_feminine	8.0355	common_voice_sw_34597432.wav
alijiwekea heshima kubwa kwa mashabiki 	female_feminine	3.0675	common_voice_sw_31285909.wav
alikuwa ni rais wa kwanza wa kenyaalizaliwa mwelfu moja mia nane tisini na 	female_feminine	7.5675	common_voice_sw_34746635.wav
siku ya saba ama sabato ilianzishwa na mungu mapema sana hata kabla dhambi haijawepo 	female_feminine	7.0275	common_voice_sw_35099448.wav
ugonjwa wa malaria kocha mkuu wa timu ya manchester united 	female_feminine	4.3635	common_voice_sw_34917727.wav
huyu ndiyo samia suluhu hassan mwenye haiba ya ukimya 	female_feminine	4.0755	common_voice_sw_37092407.wav
umuhimu wa kuwepo kitabu chenye kuhusisha watanzania wote kwanza 	female_feminine	6.2355	common_voice_sw_35183943.wav
ukiachana na madaraja ambayo yamemtambulisha vilivyo 	female_feminine	4.6155	common_voice_sw_29790200.wav
hii ni heshima kubwa sana kwa kocha pep guardiola 	female_feminine	4.5075	common_voice_sw_31446743.wav
lakini hasa wa jamii ya wakushi wa afrika mashariki 	female_feminine	5.0835	common_voice_sw_30638442.wav
nahodha wa meli ya bukoba alikuwa anaitwa jumanne mwiru 	female_feminine	5.6955	common_voice_sw_30080332.wav
