sentence	gender	duration	audio
sheria hizi za muungano zilithibitisha hati za muungano 	male_masculine	4.2555	common_voice_sw_29995193.wav
nyerere alikufa akiwa katika matibabu nchini uingereza 	male_masculine	4.7235	common_voice_sw_29836474.wav
nakumbuka nilipovunjika jinsi ulivyoniinua 	male_masculine	4.7955	common_voice_sw_34764321.wav
nchini china bahari hii inaitwa bahari ya mashariki 	male_masculine	6.4155	common_voice_sw_28592244.wav
miaka ya nyuma wazigua waliabudu miungu mbalimbali kama mawe moto na miti mikubwa 	male_masculine	7.7475	common_voice_sw_29899302.wav
fanya mazoezi kwenye sehemu zenye milima na uongeze uzito 	male_masculine	6.3075	common_voice_sw_30183202.wav
wachezaji wanapotaka kuhama timu zao za awali 	male_masculine	4.1475	common_voice_sw_29978203.wav
mataifa ambayo aliyataja amin mara kwa mara yalikuwa ni cuba marekani na israeli 	male_masculine	8.3235	common_voice_sw_30321981.wav
kwa kudai eti watumwa waliona bahari ambako watasafarishwa 	male_masculine	5.1555	common_voice_sw_29899373.wav
vilevile kutumia maji vizuri hasa katika shughuli za kilimo 	male_masculine	5.35165625	common_voice_sw_30644249.wav
wakati leo tunakumbuka tukio hili ambalo limeacha simanzi mioyoni mwetu 	male_masculine	5.2635	common_voice_sw_30363787.wav
wakajibu kwamba wenzao walikuwa wamezarama yaani walikuwa wamelowea au kuzamia 	male_masculine	6.3795	common_voice_sw_30380791.wav
wengi wao hutunzwa na nyanya na babu wazee 	male_masculine	3.6075	common_voice_sw_29941785.wav
hupata baraka za kimasai kutoka kwa wamzee wa kimasai kutoka kwa jamii 	male_masculine	7.9635	common_voice_sw_30114484.wav
mwalimu nyerere wa tanzania alikuwa mfano bora 	male_masculine	4.1475	common_voice_sw_29839324.wav
ah nawewe sikupi 	male_masculine	3.2475	common_voice_sw_32244814.wav
kazi hizi ambazo hata serikali ya awamu ya kwanza ilizikazania sana mara baada ya 	male_masculine	10.1235	common_voice_sw_31321187.wav
licha ya kuwa na wanyama wengine lakini ngombe ndio maalum kwa wamasai 	male_masculine	6.7035	common_voice_sw_36013449.wav
bawasiri ni mojawapo ya matatizo ambayo yanasumbua sana 	male_masculine	5.5155	common_voice_sw_31321690.wav
mbogwe mbunge ni augustino masele kupitia chama cha mapinduzi 	male_masculine	5.5155	common_voice_sw_36387977.wav
