sentence	gender	duration	audio
pesa inaweza kurahisisha mambo magumu 	male_masculine	4.8675	common_voice_sw_30121939.wav
wakiwa wamevalishwa nguo mpya na mikononi mwao wakiwa wameshika miamvuli 	male_masculine	7.0275	common_voice_sw_30582795.wav
athira ya kiarabu huonekana katika majengo ya kihistoria hadi leo hii 	male_masculine	5.4075	common_voice_sw_28663292.wav
kinyago hicho kilichochongwa na wenye pesa 	male_masculine	4.4355	common_voice_sw_36383780.wav
wana kichwa kikubwa kwa kulinganisha mkia mfupi na domo na miguu zenye nguvu 	male_masculine	7.4235	common_voice_sw_28246350.wav
ukaogopa na kuanza kukimbia lakini ni nyoka 	male_masculine	5.0835	common_voice_sw_36013858.wav
baada ya uhuru aliyekuwa waziri mkuu wa kwanza wa tanzania 	male_masculine	5.2275	common_voice_sw_30631072.wav
watoto wa baadhi ya viongozi wakisoma shule za gharama wanae wamesoma shule za kawaida 	male_masculine	7.8555	common_voice_sw_30142366.wav
mourinho ni kocha asiyekubali kushindwa kirahisi 	male_masculine	4.0755	common_voice_sw_30635728.wav
ilijengwa kati ya mwaka elfu moja mia tisa na sabini 	male_masculine	4.9035	common_voice_sw_30671505.wav
watu wamekuwa wakivutiwa na msitu wa shengena 	male_masculine	5.1555	common_voice_sw_30091135.wav
vile hutumiwa katika roketi 	male_masculine	2.8875	common_voice_sw_29019735.wav
maalim self alianza kuugua january kumi na tisa elfu mbili na ishirini na moja 	male_masculine	6.6675	common_voice_sw_29846249.wav
kijadi wamasai hula nyama na maziwa pia damu ya ngombe 	male_masculine	6.0555	common_voice_sw_31304319.wav
tanzania imeongozwa na maraisi tofauti hadi sasa 	male_masculine	4.5435	common_voice_sw_29789286.wav
kuchaguliwa mchezaji bora wa dunia mwaka elfu mbili na nane 	male_masculine	7.6035	common_voice_sw_31329052.wav
ameshinda ubingwa katika kila timu aliyoifundisha 	male_masculine	4.7235	common_voice_sw_30327507.wav
mashtaka dhidi yake yalifunguliwa na wakili wake aitwae dinshaw karai 	male_masculine	4.9035	common_voice_sw_29943791.wav
sehemu ya kwanza ya sherehe hizi ni sherehe ya enoto 	male_masculine	4.27165625	common_voice_sw_30144485.wav
kuna visiwa vingi 	male_masculine	2.9955	common_voice_sw_28876251.wav
pia upande wa kusini magharibi mwa nchi ya burundi 	male_masculine	4.3635	common_voice_sw_30202111.wav
sudan kusini na kuzungumzia juu ya hali ilivyo 	male_masculine	4.5075	common_voice_sw_35132753.wav
hussein mwinyi alihudumia wizara tatu 	male_masculine	2.8875	common_voice_sw_37091072.wav
young alipata shahada ya sayansi nchini marekani 	male_masculine	6.3435	common_voice_sw_28681788.wav
zinaweza kuathiri jinsi mtu anavyoshughulikia chanzo cha uchafuzi 	male_masculine	8.4675	common_voice_sw_35683933.wav
kenya iliiuzia uganda bidhaa za thamani ya dola milioni mia mbili ishirini 	male_masculine	7.7835	common_voice_sw_30181692.wav
pasipo madaraja kuna feri za pekee za kubeba treni 	male_masculine	5.2275	common_voice_sw_28581708.wav
ulimwengu uko na wilaya saba 	male_masculine	4.0755	common_voice_sw_29787792.wav
kilikuwa tayari chama cha siasa kinachoongoza tanganyika 	male_masculine	3.7875	common_voice_sw_29987560.wav
chifu mkwawa alitumia pango hilo kujificha wakati wa vipita kwenye utawa wa kikoloni 	male_masculine	9.2955	common_voice_sw_30320397.wav
uchumi wa kiheterodoksi mara nyingi huchukua zaidi mwelekeo wa maono 	male_masculine	5.4435	common_voice_sw_29941592.wav
milima inayopanda hadi ya kimo cha m elfu tatu mia sita kumi na moja 	male_masculine	5.0475	common_voice_sw_36389494.wav
kaka yake alimtaka ajaribu kuomba kazi kituo cha redio muda 	male_masculine	6.5235	common_voice_sw_30342867.wav
hotuba ya ufunguzi wa mafunzo iliyoboreshwa 	male_masculine	4.7955	common_voice_sw_30122323.wav
punde baada ya mchakato wa kuyapandisha hadhi kukamilika 	male_masculine	5.8035	common_voice_sw_30671133.wav
saidio mane alifunga bao pekee usiku wa ulaya 	male_masculine	4.0755	common_voice_sw_30434354.wav
kata hiyo ina shule za msingi nyingi 	male_masculine	4.0035	common_voice_sw_29226464.wav
kwa hiyo haijulikani walitumia lugha gani 	male_masculine	3.6075	common_voice_sw_29536813.wav
na mabepari wa venus mwaka elfumoja miatisa sitini na tisa 	male_masculine	4.3635	common_voice_sw_36382234.wav
almasi ni dutu ngumu kabisa inayopatikana duniani kushinda metali au madini yote 	male_masculine	6.5955	common_voice_sw_28583252.wav
los angeles na chicago marekani ni nchi iliyoendelea na yenye 	male_masculine	4.7955	common_voice_sw_36386568.wav
watu wengine wamejaribu kulielezea tukio hili wakilihusisha na imani za kidini 	male_masculine	7.3155	common_voice_sw_30582939.wav
wasema ni wa luobaadhi ya jamii ya wajaluo wanaoaminika kwamba walikuwa wabantu na 	male_masculine	8.0355	common_voice_sw_34764221.wav
ilikuwa ni tarehe ishirini na sita ya mwezi wa nne 	male_masculine	4.5435	common_voice_sw_30180669.wav
gamba la kobe ni gumu sana ambapo humsaidia kuhimili shuruba mbalimbali 	male_masculine	6.7035	common_voice_sw_30577848.wav
msitu wa amazon huna faida nyingi sana duniani kiafya kiuchumi kijamii hata kimazingira 	male_masculine	6.8475	common_voice_sw_30020952.wav
bado historia hii ni ndogo sana hivyo ni wakati wa kila mtanzania kuikuza historia 	male_masculine	7.9635	common_voice_sw_29896469.wav
wanadamu wanaweza kuambukizwa baada ya kugusa tishu 	male_masculine	5.5875	common_voice_sw_29957185.wav
jimbo linapatikana katika kaunti ya marsabit mashariki mwa nchi 	male_masculine	6.2715	common_voice_sw_29468540.wav
mungu akapanga yaliyo mapenzi yake katika taarifa iliyotikisa nchi yetu ya tanzania 	male_masculine	6.8115	common_voice_sw_30381905.wav
kitu anachokipenda kwenye maisha yake ni urembo 	male_masculine	3.2835	common_voice_sw_30327655.wav
timu ni kama familia ambazo tunaziacha majumbani 	male_masculine	3.6435	common_voice_sw_30641346.wav
maafisa wa ofisi ya upelelezi hawakusimama kwenye sherehe na maiti walizitupa ndani ya mto 	male_masculine	6.3075	common_voice_sw_30024237.wav
ya milki ilikuwa uislamu hata kama katika maeneo 	male_masculine	4.5075	common_voice_sw_36388883.wav
