sentence	gender	duration	audio
tofauti na maandishi yake ya kidini yaliyotolewa kwa jina lake halisi 	female_feminine	5.8755	common_voice_sw_29924974.wav
pesa inaweza kurahisisha mambo magumu 	male_masculine	4.8675	common_voice_sw_30121939.wav
wakiwa wamevalishwa nguo mpya na mikononi mwao wakiwa wameshika miamvuli 	male_masculine	7.0275	common_voice_sw_30582795.wav
malugala anasimulia kwamba ugomvi ulitokea baadae 	female_feminine	4.9755	common_voice_sw_30366301.wav
athira ya kiarabu huonekana katika majengo ya kihistoria hadi leo hii 	male_masculine	5.4075	common_voice_sw_28663292.wav
kinyago hicho kilichochongwa na wenye pesa 	male_masculine	4.4355	common_voice_sw_36383780.wav
wana kichwa kikubwa kwa kulinganisha mkia mfupi na domo na miguu zenye nguvu 	male_masculine	7.4235	common_voice_sw_28246350.wav
ukaogopa na kuanza kukimbia lakini ni nyoka 	male_masculine	5.0835	common_voice_sw_36013858.wav
mungu alipoweka misingi ya dunia sabato haina uvuli wowote wa wokovu na haikuumbwa ili 	female_feminine	8.5035	common_voice_sw_37220047.wav
imi ni ebi shaban abdala na awali ya yote 	female_feminine	4.9035	common_voice_sw_37225848.wav
baada ya uhuru aliyekuwa waziri mkuu wa kwanza wa tanzania 	male_masculine	5.2275	common_voice_sw_30631072.wav
barcelona ilishinda mabao matatu kwa moja 	female_feminine	5.4075	common_voice_sw_30327028.wav
watoto wa baadhi ya viongozi wakisoma shule za gharama wanae wamesoma shule za kawaida 	male_masculine	7.8555	common_voice_sw_30142366.wav
mourinho ni kocha asiyekubali kushindwa kirahisi 	male_masculine	4.0755	common_voice_sw_30635728.wav
wanapenda haki itendeke hawapendi ubabaishaji 	female_feminine	4.7955	common_voice_sw_29793389.wav
mungu wetu yuko mbinguni 	female_feminine	2.2755	common_voice_sw_36643012.wav
ni salum alfan baruan 	female_feminine	3.1755	common_voice_sw_34597078.wav
ilijengwa kati ya mwaka elfu moja mia tisa na sabini 	male_masculine	4.9035	common_voice_sw_30671505.wav
watu wamekuwa wakivutiwa na msitu wa shengena 	male_masculine	5.1555	common_voice_sw_30091135.wav
wanafana kazi zao na maafisa watendaji wa mitaa japo kwenye kazi zao za jadi 	female_feminine	7.3155	common_voice_sw_35171865.wav
meskhetian walikwenda amerika chini ya mpango mkubwa 	female_feminine	4.6155	common_voice_sw_34958043.wav
alianza kufanya kazi katika sekta binafsi 	female_feminine	4.2555	common_voice_sw_28584506.wav
tukio hilo litakuwa na washiriki kutoka ndani na nje ya nchi 	female_feminine	5.5875	common_voice_sw_30182912.wav
ukipita tambarare husababisha mabadiliko katika jami na nyasi ndefu 	female_feminine	6.3075	common_voice_sw_30109570.wav
bwana kingu lakini katika siku za karibuni kumekuwa na na vita 	female_feminine	7.4235	common_voice_sw_34748016.wav
vile hutumiwa katika roketi 	male_masculine	2.8875	common_voice_sw_29019735.wav
baada ya siku nne polisi wa jiji la seoul walifanya uchunguzi hakukutwa na hatia 	female_feminine	7.4955	common_voice_sw_28666519.wav
maalim self alianza kuugua january kumi na tisa elfu mbili na ishirini na moja 	male_masculine	6.6675	common_voice_sw_29846249.wav
uingereza ulieneza zaidi mvuto wake karne ya kumi na tisa 	female_feminine	5.4435	common_voice_sw_30325486.wav
kijadi wamasai hula nyama na maziwa pia damu ya ngombe 	male_masculine	6.0555	common_voice_sw_31304319.wav
pumzi ni pumzi 	female_feminine	2.3835	common_voice_sw_31997303.wav
