sentence	gender	duration	audio
ndio wafanye maamuzi utanashati na usafi ni sifa nyingine muhimu kwa kabila hili 	male_masculine	6.1635	common_voice_sw_30025434.wav
budya ni kisiwa kinachopatikana tanzania katika bahari ya hindi 	female_feminine	5.3355	common_voice_sw_30054973.wav
dhambi zangu zote wala si nusu 	male_masculine	2.3475	common_voice_sw_36390421.wav
watu wana uhakika kuhusu sauti zinazorekodiwa 	female_feminine	3.8955	common_voice_sw_34597390.wav
ngano ambayo ni mazao makuu asia ya kusini ndiyo inayotumiwa 	male_masculine	5.5155	common_voice_sw_28994731.wav
kwenye nafasi mojawapo za nyuma na kumuweka kama mshambuliaji 	male_masculine	4.9755	common_voice_sw_30671871.wav
shirika la ndege la uingereza linatokana na shirika hili 	female_feminine	4.9755	common_voice_sw_28714506.wav
alipokufa milki ilichukuliwa na dada yake mwene ngalu ambaye ndiye mwanzilishi wa sumbawanga 	female_feminine	9.4755	common_voice_sw_30198414.wav
alikuwa na nia ya kujenga muungano wa afrika ili iwe kitu kimoja 	female_feminine	6.0555	common_voice_sw_30574135.wav
serikali za china na wakati wa vita pia japan walifanya mipango ya ujenzi 	male_masculine	6.3075	common_voice_sw_28811327.wav
jitihada hizo zilishindikana kufuatia hali ya nkrumah kuwa mbaya 	female_feminine	6.2355	common_voice_sw_29793226.wav
party walipewa nafasi serikalini kufikia machi okello 	male_masculine	5.2275	common_voice_sw_30635647.wav
sehemu kubwa zaidi ya afrika ya mashariki inapeleka maji kwenda mabeseni ya rufiji 	male_masculine	7.2075	common_voice_sw_34746354.wav
jumla ya mapato na kiwango cha bei ya kawaida 	female_feminine	3.7155	common_voice_sw_30038227.wav
tuhangaikie malazi mavazi na chakula 	male_masculine	2.8155	common_voice_sw_29996312.wav
ni watu wangapi watu gani unawatakia kuwatakia idd 	female_feminine	5.5155	common_voice_sw_35279637.wav
biashara ya watumwa ilianza kuonekana kama biashara ovu ambayo ilisababisha vifo 	male_masculine	7.0635	common_voice_sw_30116004.wav
takribani watu thamanini na saba wameuawa na mamia kujeruhiwa 	female_feminine	6.4155	common_voice_sw_37331886.wav
na na na namna hiyo unatamani watu wapone magonjwa yao 	male_masculine	5.3355	common_voice_sw_36252472.wav
mkoa unapakana na nchi ya kenya na uganda kwa upande wa kaskazini 	female_feminine	6.3435	common_voice_sw_30243488.wav
vigumu kwenda haja ndogo na hii pia umeleta utata thelathini na tisa ukeketaji ni 	female_feminine	7.3155	common_voice_sw_35182024.wav
ikifikia upeo katika sherehe ya eunoto yaani ujio wa umri 	female_feminine	8.5755	common_voice_sw_30566574.wav
vijana wa kiume ni walilishwa kwa kupigwa mijeledi wakiwa uchi 	male_masculine	6.8475	common_voice_sw_29898595.wav
ambayo ni msimu wa vuli unaoanzia mwezi oktoba desemba 	male_masculine	7.2435	common_voice_sw_29907118.wav
kusababisha madhara makubwa ya kiafya lakini kivyovyote vile ni upungufu mkubwa 	female_feminine	7.2435	common_voice_sw_34823908.wav
miezi kadhaa inayofuata tohara hata hivyo nyekundu ni rangi iliyopendelewa 	male_masculine	7.6035	common_voice_sw_30007107.wav
raul gonzalez mfumania nyavu wa hispania alicheza madrid 	male_masculine	6.0555	common_voice_sw_30057773.wav
ni maarufu kwa ngano zake 	male_masculine	2.9235	common_voice_sw_29323788.wav
mbali na filamu hiyo kuna filamu takribani kumi na moja 	male_masculine	4.1475	common_voice_sw_30021461.wav
sheria hiyo haihusiani tu na utegemeaji wa dawa 	male_masculine	3.5355	common_voice_sw_36375244.wav
nyinyi ni watoto wa maria 	male_masculine	3.6075	common_voice_sw_35989418.wav
lugha muziki michezo au sanaa 	male_masculine	4.0035	common_voice_sw_28817377.wav
akizungumza katika ofisi za mwananchi jana zuhura anasema ndoto ya udaktari ilikufa 	female_feminine	8.1435	common_voice_sw_29799220.wav
na hawakuambiwa kuwa wanakwenda kulima mkonge walikubali na hatimaye hawakukuta hata kimoja 	female_feminine	7.7835	common_voice_sw_29796948.wav
ndio maana wanawake wameanza kutafuta namna nyingine 	female_feminine	3.7875	common_voice_sw_34906962.wav
inaathiri takribani asilimia sitini ya wananchi 	male_masculine	4.0755	common_voice_sw_36382383.wav
mara nyingi hali hiyo husababishwa na ajali au kuzaliwa hivyo hivyo 	female_feminine	5.8035	common_voice_sw_28662831.wav
tulivyo katika ligi ya hapa uganda 	female_feminine	3.2475	common_voice_sw_37093117.wav
katika kuleta amani ana kipaji cha pekee 	female_feminine	3.5355	common_voice_sw_28950448.wav
kifo cha seyyid barghash kilimleta kwenye kiti cha usultan seyyid khalifa 	female_feminine	5.9475	common_voice_sw_34947086.wav
eneo la ziwa ni kavu sana na maji yake ni ya magadi 	female_feminine	4.1835	common_voice_sw_28583654.wav
waliombukizwa virusi vya homa ya ini wakiwa watoto 	male_masculine	5.5875	common_voice_sw_29789083.wav
uliofuata ni mkataba wa sant germain na austria uliosainiwa tarehe kumi 	male_masculine	7.47565625	common_voice_sw_30629509.wav
vile watoto wadogo wa shule waliokuwa watukutu kwa 	male_masculine	4.9035	common_voice_sw_30674889.wav
mitihani yao ya kumaliza kidato cha sita na 	male_masculine	3.4635	common_voice_sw_30338761.wav
madai hayo hayakuwa na athari kubwa kisiasa 	female_feminine	4.4355	common_voice_sw_34834642.wav
sawa na asilimia ishirini na saba 	female_feminine	3.2475	common_voice_sw_36105817.wav
chato ni mojawapo ya wilaya tano za mkoa mpya wa geita uliopo kaskazini magharibi 	female_feminine	5.2275	common_voice_sw_30221370.wav
kwenye maeneo jirani na syria wako pia waarabu 	male_masculine	4.9755	common_voice_sw_28661946.wav
nigeria ilishinda ubingwa kwa kuifunga zambia 	female_feminine	5.4435	common_voice_sw_30073514.wav
mwaka elfu moja mia tisa tisini na nne 	female_feminine	4.4355	common_voice_sw_30376731.wav
uwezo wa kukusanyika ripoti juu ya watu milioni ishirini na tano wa marekani bila 	female_feminine	5.9835	common_voice_sw_37099057.wav
haya yote ndio yatakayokamilisha safari ya matembezi hifadhini 	female_feminine	4.1835	common_voice_sw_30074831.wav
ukijisahau kusema maneno ya kumsifia mwenyekiti wa chama watu watakushangaa 	female_feminine	5.9835	common_voice_sw_31262001.wav
mwanamke ni pambo la nyumba ndani 	female_feminine	3.1755	common_voice_sw_35105016.wav
utafiti huu unafanywa na kikundi cha wanasayansi wa kimataifa kutoka vyuo vikuu mbalimbali duniani 	female_feminine	8.5035	common_voice_sw_29924574.wav
mkutano mkuu ulipiga kura na kumchagua magufuli kuwa mgombea urais wa chama cha mapinduzi 	female_feminine	8.8635	common_voice_sw_29793050.wav
watu wanarudia matokeo ya vipimo kila maada ya miezi mitatu 	male_masculine	7.2435	common_voice_sw_36331449.wav
yeye ni mshambuliaji wa juu kabisa ureno wakati wote 	female_feminine	4.3275	common_voice_sw_36617546.wav
tozo hizi zimeondolewa ili kuwawezesha wafanyabiashara kufanya biashara zao hapa nchini 	male_masculine	6.5235	common_voice_sw_29822462.wav
wanafunzi wa kwanza walianza kozi zao januari ya mwaka ya mwaka huo 	female_feminine	6.3075	common_voice_sw_29677966.wav
miongoni mwa filamu ambazo amewahi kuigiza ni rangi ya zambarau 	female_feminine	6.0555	common_voice_sw_29949521.wav
kwa hiyo lugha imetoweka kabisa kwa sasa 	female_feminine	3.9675	common_voice_sw_28804143.wav
ameachiliwa baada ya chama tawala nchini humo 	male_masculine	3.6075	common_voice_sw_36331632.wav
hii inafanya waturuki wahisi kuwajibika zaidi lakini 	female_feminine	4.6155	common_voice_sw_35105174.wav
babdari nyingine iliyotumiwa kukusanya mizigo kwa ajili ya kusafirishwa kwenda ulaya 	female_feminine	5.6235	common_voice_sw_30443876.wav
