sentence	gender	duration	audio
na ukosefu wa makazi pia hifadhi za kuwaweka wakimbizi 	male_masculine	6.4155	common_voice_sw_29845427.wav
alitafiti na kutengeneza mfumo wa madaraja nchini tanzania 	male_masculine	4.7235	common_voice_sw_29822575.wav
ingawa ardhi ni msingi wa maendeleo kwa watu wote 	male_masculine	4.5075	common_voice_sw_30671922.wav
usipo harakisha utabaki nyuma 	male_masculine	3.5355	common_voice_sw_37101488.wav
chifu mkwawa alitumia pango hilo kujificha wakati wa vipita kwenye utawa wa kikoloni 	male_masculine	9.2955	common_voice_sw_30320397.wav
mandela yuko huru sasa anaamua kusaka uungwaji mkono 	male_masculine	5.2275	common_voice_sw_30180734.wav
tanzania kwa mara ya kwanza imepata spika wa mbuge mwanamke mheshimiwa anna semamba makinda 	female_feminine	6.4155	common_voice_sw_29791607.wav
pia kuna wasemaji wachache nchini uhindi 	male_masculine	4.2555	common_voice_sw_29018812.wav
siwezi kukuambia siri yangu 	male_masculine	2.3835	common_voice_sw_36350615.wav
rais wa jamhuri amekutana na kuzungumza na mkurugenzi mkuu wa benki ya kiarabu 	male_masculine	7.1355	common_voice_sw_36067293.wav
wakitangaza tu kushikamana nao pia kushirikiana nao 	female_feminine	6.3075	common_voice_sw_30240951.wav
na tano baadaye abrahamu babu wa taifa la israeli kwa imani na 	male_masculine	5.7675	common_voice_sw_36252473.wav
wakijaribu kujiokoa meli haikuwa na boti za kuokolea za kutosha 	female_feminine	4.7955	common_voice_sw_30653913.wav
hadi msimu ulipokwisha akajiweka kando na soka 	female_feminine	4.1475	common_voice_sw_30653693.wav
sera ya serikali ya awamu ya nane ya kukuza uchumi kupitia bahari 	female_feminine	5.3355	common_voice_sw_35867568.wav
baadhi ya wasanii hao ni kama halima madiwa jacob steven sara mvungi na wengine 	male_masculine	7.1355	common_voice_sw_29994057.wav
di hujikakamua kabla ya dakiki tisini kufika ili waweze kukomboa 	male_masculine	4.9755	common_voice_sw_36383787.wav
alipangiwa kazi yake ya kwanza ya kichungaji katika kijiji cha niegowiic 	male_masculine	5.8755	common_voice_sw_30647797.wav
operesheni hiyo ilipewa jina operation neptune spear 	female_feminine	4.0755	common_voice_sw_31285078.wav
ee na na inapokuwa ni kesi kama hii ya madawa ya kulevya 	female_feminine	4.9035	common_voice_sw_37217072.wav
shughuli hizi hufanyika katika misitu ya asili na ya watu 	female_feminine	4.9035	common_voice_sw_30330049.wav
baadhi ya alama zinazopatikana katika nembo ya taifa ni 	male_masculine	3.9675	common_voice_sw_29943421.wav
kiwango chake cha mchezo hakipungui na badala yake kinaongezeka kila uchao 	male_masculine	8.8635	common_voice_sw_31356607.wav
hutoa makazi madogo kwa nyanda zisizo na wanyamapori 	female_feminine	5.3355	common_voice_sw_29925296.wav
pep ni moja wapo ya makocha bora duniani 	female_feminine	3.6435	common_voice_sw_30653507.wav
angel di maria ni nyota hatari kutoka nchini argentina 	female_feminine	6.0555	common_voice_sw_30522815.wav
osama alikua tajiri mkubwa saudi arabia alianza kusimamia 	female_feminine	6.0555	common_voice_sw_29798597.wav
baadhi ya nchi zinazopatikana pembeni mwa bahari hii ni 	male_masculine	4.6875	common_voice_sw_29938771.wav
unakaa hii leo kukutana na kujadili 	female_feminine	4.3275	common_voice_sw_35183627.wav
historia yake inawavutia watu wengi kufanya utafiti 	female_feminine	4.9755	common_voice_sw_30624118.wav
hii ni kutokana na ukweli wa kwamba 	female_feminine	3.6075	common_voice_sw_29789483.wav
arsenal walilala kwa mabao mawili kwa moja dhidi ya vijana wa frank rijkard 	male_masculine	6.6675	common_voice_sw_29997547.wav
kenyata alihusishwa na harakati za vita vya msituni 	male_masculine	4.9035	common_voice_sw_29850308.wav
ambayo usingeweza hata kupata kuyauliza lakini unahitaji 	male_masculine	3.9675	common_voice_sw_36381104.wav
kila goti lipigwe 	male_masculine	1.3755	common_voice_sw_37223935.wav
pia amerika na sehemu nyingine za dunia 	female_feminine	3.4275	common_voice_sw_30324969.wav
raia wa uingereza na mwenyekiti wa kampuni ya ndege aliyeitwa bwana herri william 	male_masculine	7.2075	common_voice_sw_31286345.wav
mama hupewa maji katika kibuyu ili ayanywe 	male_masculine	3.5355	common_voice_sw_30075908.wav
