sentence	gender	duration	audio
walijiona wamedanganywa kwa kutotimiziwa ahadi walizopewa ili wasaliti ujerumani na hungaria 	female_feminine	8.66365625	common_voice_sw_30003771.wav
tumeshikana na baba yake 	male_masculine	3.33565625	common_voice_sw_37224266.wav
kifua kikuu cha mapafu hutokea zaidi kwa wagonjwa wenye upungufu wa kinga mwilini 	female_feminine	5.5875	common_voice_sw_30038228.wav
mungu huyu mwenye nguvu na anayeyajua yote 	female_feminine	4.4355	common_voice_sw_30054661.wav
ambayo ilikuwa bilioni kumi na nne nukta mbili hata ukaongeza bajeti ya rwanda 	female_feminine	5.8755	common_voice_sw_36255278.wav
baadaye ilikuwa makao makuu ya utawala wa mesopotamia katika dola la uturuki 	male_masculine	7.2075	common_voice_sw_29522129.wav
pamoja ikionyesha mtu akiwaka moto 	male_masculine	3.9675	common_voice_sw_37098031.wav
kwani kupitia bahari ya hindi afrika inafikika kiurahisi kwa kila upande 	female_feminine	5.2275	common_voice_sw_29796975.wav
inakisiwa kuwa zaidi ya raia wa sudan elfu kumi amekitaka makao 	female_feminine	5.5155	common_voice_sw_35214344.wav
ilikuwa ni kukumbatia sera za kiuchumi za shirika la fedha la kimataifa 	male_masculine	5.9835	common_voice_sw_30419920.wav
ya elfu moja mia tisa sabini na tatu jina la hip hop likazaliwa hii 	male_masculine	4.1475	common_voice_sw_36389766.wav
magufuli ndio alikuwa chaguo langu la kwanza halafu nikaongeza na wengine 	female_feminine	5.1555	common_voice_sw_30073350.wav
ipo bahari ya hindi ambayo ni njia kuu ya usafirishaji wa mizigo 	female_feminine	4.1475	common_voice_sw_30074699.wav
kama mwenyewe ambavyo anavyojiita niliendelea kutaka kujua mengi kutoka kwake 	female_feminine	5.4075	common_voice_sw_35221881.wav
hifadhi ina makundi makubwa ya tembo wakila majani ziwani 	female_feminine	4.9755	common_voice_sw_30362919.wav
hilo linafanana na upendo ambao katika ukristo ndio adili kuu kuliko 	female_feminine	5.2635	common_voice_sw_35157514.wav
