audio,sentence
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29845427.wav,na ukosefu wa makazi pia hifadhi za kuwaweka wakimbizi 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29822575.wav,alitafiti na kutengeneza mfumo wa madaraja nchini tanzania 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30671922.wav,ingawa ardhi ni msingi wa maendeleo kwa watu wote 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37101488.wav,usipo harakisha utabaki nyuma 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30320397.wav,chifu mkwawa alitumia pango hilo kujificha wakati wa vipita kwenye utawa wa kikoloni 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30180734.wav,mandela yuko huru sasa anaamua kusaka uungwaji mkono 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29791607.wav,tanzania kwa mara ya kwanza imepata spika wa mbuge mwanamke mheshimiwa anna semamba makinda 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29018812.wav,pia kuna wasemaji wachache nchini uhindi 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36350615.wav,siwezi kukuambia siri yangu 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36067293.wav,rais wa jamhuri amekutana na kuzungumza na mkurugenzi mkuu wa benki ya kiarabu 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30240951.wav,wakitangaza tu kushikamana nao pia kushirikiana nao 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36252473.wav,na tano baadaye abrahamu babu wa taifa la israeli kwa imani na 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30653913.wav,wakijaribu kujiokoa meli haikuwa na boti za kuokolea za kutosha 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30653693.wav,hadi msimu ulipokwisha akajiweka kando na soka 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35867568.wav,sera ya serikali ya awamu ya nane ya kukuza uchumi kupitia bahari 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29994057.wav,baadhi ya wasanii hao ni kama halima madiwa jacob steven sara mvungi na wengine 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36383787.wav,di hujikakamua kabla ya dakiki tisini kufika ili waweze kukomboa 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30647797.wav,alipangiwa kazi yake ya kwanza ya kichungaji katika kijiji cha niegowiic 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31285078.wav,operesheni hiyo ilipewa jina operation neptune spear 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37217072.wav,ee na na inapokuwa ni kesi kama hii ya madawa ya kulevya 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30330049.wav,shughuli hizi hufanyika katika misitu ya asili na ya watu 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29943421.wav,baadhi ya alama zinazopatikana katika nembo ya taifa ni 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31356607.wav,kiwango chake cha mchezo hakipungui na badala yake kinaongezeka kila uchao 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29925296.wav,hutoa makazi madogo kwa nyanda zisizo na wanyamapori 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30653507.wav,pep ni moja wapo ya makocha bora duniani 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30522815.wav,angel di maria ni nyota hatari kutoka nchini argentina 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29798597.wav,osama alikua tajiri mkubwa saudi arabia alianza kusimamia 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29938771.wav,baadhi ya nchi zinazopatikana pembeni mwa bahari hii ni 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35183627.wav,unakaa hii leo kukutana na kujadili 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30624118.wav,historia yake inawavutia watu wengi kufanya utafiti 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29789483.wav,hii ni kutokana na ukweli wa kwamba 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29997547.wav,arsenal walilala kwa mabao mawili kwa moja dhidi ya vijana wa frank rijkard 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29850308.wav,kenyata alihusishwa na harakati za vita vya msituni 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36381104.wav,ambayo usingeweza hata kupata kuyauliza lakini unahitaji 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37223935.wav,kila goti lipigwe 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30324969.wav,pia amerika na sehemu nyingine za dunia 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31286345.wav,raia wa uingereza na mwenyekiti wa kampuni ya ndege aliyeitwa bwana herri william 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30075908.wav,mama hupewa maji katika kibuyu ili ayanywe 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36039742.wav,hivyo kuhitajika mikakati maalum kabla ya kujadili masuala hayo 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30017714.wav,mwaka elfu moja mia tisa sabini serikali iliipa kazi kampuni ya upangaji miji 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35587910.wav,rangi nyeusi watala kitu chochote kinachoendelea kutoka 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29935165.wav,vijidudu vya ugonjwa viliunda ukinzani dhidi ya penicillin 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30192390.wav,kutokana na masimulizi inawezekana vifo vya watoto vilisababishwa na ugonjwa wa malaria 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30574760.wav,tiba ya malaria hulenga kuondoa vimelea vya plasmodium kwenye mfumo wa damu ya mgonjwa 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28259622.wav,aliongoza kwa muda wa miaka mitano na nusu hadi kifo chake 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30092047.wav,kuna hatari kubwa ya kuishi wagonjwa korona 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35110308.wav,kudumisha amani hususan kupitia usuluhishi wa migogoro mbalimbali 
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29924816.wav,ikumbukwe kuwa hifadhi hii ni maarufu kwa wanyama jamii ya 
