sentence	gender	duration	audio
budya ni kisiwa kinachopatikana tanzania katika bahari ya hindi 	female_feminine	5.3355	common_voice_sw_30054973.wav
watu wana uhakika kuhusu sauti zinazorekodiwa 	female_feminine	3.8955	common_voice_sw_34597390.wav
shirika la ndege la uingereza linatokana na shirika hili 	female_feminine	4.9755	common_voice_sw_28714506.wav
alipokufa milki ilichukuliwa na dada yake mwene ngalu ambaye ndiye mwanzilishi wa sumbawanga 	female_feminine	9.4755	common_voice_sw_30198414.wav
alikuwa na nia ya kujenga muungano wa afrika ili iwe kitu kimoja 	female_feminine	6.0555	common_voice_sw_30574135.wav
jitihada hizo zilishindikana kufuatia hali ya nkrumah kuwa mbaya 	female_feminine	6.2355	common_voice_sw_29793226.wav
jumla ya mapato na kiwango cha bei ya kawaida 	female_feminine	3.7155	common_voice_sw_30038227.wav
ni watu wangapi watu gani unawatakia kuwatakia idd 	female_feminine	5.5155	common_voice_sw_35279637.wav
takribani watu thamanini na saba wameuawa na mamia kujeruhiwa 	female_feminine	6.4155	common_voice_sw_37331886.wav
mkoa unapakana na nchi ya kenya na uganda kwa upande wa kaskazini 	female_feminine	6.3435	common_voice_sw_30243488.wav
vigumu kwenda haja ndogo na hii pia umeleta utata thelathini na tisa ukeketaji ni 	female_feminine	7.3155	common_voice_sw_35182024.wav
ikifikia upeo katika sherehe ya eunoto yaani ujio wa umri 	female_feminine	8.5755	common_voice_sw_30566574.wav
kusababisha madhara makubwa ya kiafya lakini kivyovyote vile ni upungufu mkubwa 	female_feminine	7.2435	common_voice_sw_34823908.wav
akizungumza katika ofisi za mwananchi jana zuhura anasema ndoto ya udaktari ilikufa 	female_feminine	8.1435	common_voice_sw_29799220.wav
na hawakuambiwa kuwa wanakwenda kulima mkonge walikubali na hatimaye hawakukuta hata kimoja 	female_feminine	7.7835	common_voice_sw_29796948.wav
ndio maana wanawake wameanza kutafuta namna nyingine 	female_feminine	3.7875	common_voice_sw_34906962.wav
mara nyingi hali hiyo husababishwa na ajali au kuzaliwa hivyo hivyo 	female_feminine	5.8035	common_voice_sw_28662831.wav
tulivyo katika ligi ya hapa uganda 	female_feminine	3.2475	common_voice_sw_37093117.wav
katika kuleta amani ana kipaji cha pekee 	female_feminine	3.5355	common_voice_sw_28950448.wav
kifo cha seyyid barghash kilimleta kwenye kiti cha usultan seyyid khalifa 	female_feminine	5.9475	common_voice_sw_34947086.wav
eneo la ziwa ni kavu sana na maji yake ni ya magadi 	female_feminine	4.1835	common_voice_sw_28583654.wav
madai hayo hayakuwa na athari kubwa kisiasa 	female_feminine	4.4355	common_voice_sw_34834642.wav
sawa na asilimia ishirini na saba 	female_feminine	3.2475	common_voice_sw_36105817.wav
chato ni mojawapo ya wilaya tano za mkoa mpya wa geita uliopo kaskazini magharibi 	female_feminine	5.2275	common_voice_sw_30221370.wav
nigeria ilishinda ubingwa kwa kuifunga zambia 	female_feminine	5.4435	common_voice_sw_30073514.wav
mwaka elfu moja mia tisa tisini na nne 	female_feminine	4.4355	common_voice_sw_30376731.wav
uwezo wa kukusanyika ripoti juu ya watu milioni ishirini na tano wa marekani bila 	female_feminine	5.9835	common_voice_sw_37099057.wav
haya yote ndio yatakayokamilisha safari ya matembezi hifadhini 	female_feminine	4.1835	common_voice_sw_30074831.wav
ukijisahau kusema maneno ya kumsifia mwenyekiti wa chama watu watakushangaa 	female_feminine	5.9835	common_voice_sw_31262001.wav
mwanamke ni pambo la nyumba ndani 	female_feminine	3.1755	common_voice_sw_35105016.wav
utafiti huu unafanywa na kikundi cha wanasayansi wa kimataifa kutoka vyuo vikuu mbalimbali duniani 	female_feminine	8.5035	common_voice_sw_29924574.wav
mkutano mkuu ulipiga kura na kumchagua magufuli kuwa mgombea urais wa chama cha mapinduzi 	female_feminine	8.8635	common_voice_sw_29793050.wav
yeye ni mshambuliaji wa juu kabisa ureno wakati wote 	female_feminine	4.3275	common_voice_sw_36617546.wav
wanafunzi wa kwanza walianza kozi zao januari ya mwaka ya mwaka huo 	female_feminine	6.3075	common_voice_sw_29677966.wav
miongoni mwa filamu ambazo amewahi kuigiza ni rangi ya zambarau 	female_feminine	6.0555	common_voice_sw_29949521.wav
kwa hiyo lugha imetoweka kabisa kwa sasa 	female_feminine	3.9675	common_voice_sw_28804143.wav
hii inafanya waturuki wahisi kuwajibika zaidi lakini 	female_feminine	4.6155	common_voice_sw_35105174.wav
babdari nyingine iliyotumiwa kukusanya mizigo kwa ajili ya kusafirishwa kwenda ulaya 	female_feminine	5.6235	common_voice_sw_30443876.wav
wakimaliza mafunzo yao ya maisha kama watu binafsi huendeleza umoja wao 	female_feminine	5.0475	common_voice_sw_34958484.wav
mashamba hayo hayawezi kudumisha idadi kubwa ya wanyama 	female_feminine	4.6155	common_voice_sw_29960695.wav
mke wake aliitwa mwene wakulosi ambaye walijaliwa kupata watoto watatu 	female_feminine	6.8475	common_voice_sw_29925229.wav
